Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
R32,TERRITORY 32 Georgia - Alabama,U178,32,Woodstock,6430 Bells Ferry Rd,,Woodstock,GA,30189-6115,Cherokee County,Cherokee cherokee Woodstock,United States of America,34.112997,-84.581927,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,3616,square-feet
R33,TERRITORY 33 Carolinas,U886,33,17th Street,2015 S 17th St,,Wilmington,NC,28401-6628,New Hanover County,City of Wilmington,United States of America,34.208807,-77.924904,Owned,Active,Retail,Bank Branch,10,each,0,6415.5,square-feet
R33,TERRITORY 33 Carolinas,U847,33,Ahoskie,102 Church St E,,Ahoskie,NC,27910-3516,Hertford County,Town of Ahoskie,United States of America,36.284679,-76.986598,Owned,Active,Retail,Bank Branch,6,each,0,12200,square-feet
R33,TERRITORY 33 Carolinas,U862,33,Arboretum,7852 Arboretum Dr,,Charlotte,NC,28270-0317,Mecklenburg County,City of Charlotte,United States of America,35.101373,-80.777317,Owned,Active,Retail,Bank Branch,21,each,0,6290,square-feet
R33,TERRITORY 33 Carolinas,U912,33,Archdale,11246 N Main St,,Archdale,NC,27263-2885,Guilford County,City of Archdale,United States of America,35.914014,-79.971155,Owned,Active,Retail,Bank Branch,6,each,0,7192,square-feet
R33,TERRITORY 33 Carolinas,U775,33,Arden,2351 Hendersonville Rd,,Asheville,NC,28704-3149,Buncombe County,City of Asheville,United States of America,35.465766,-82.516872,Owned,Active,Retail,Bank Branch,6,each,0,2616,square-feet
R33,TERRITORY 33 Carolinas,U785,33,Arendell - Morehead,2300 Arendell St,,Morehead City,NC,28557-3923,Carteret County,Town of Morehead City,United States of America,34.723134,-76.73394,Leased,Active,Retail,Bank Branch,7,each,0,5753.94,square-feet
R33,TERRITORY 33 Carolinas,U908,33,Arlington,611 E Arlington Blvd,,Greenville,NC,27858-5808,Pitt County,City of Greenville,United States of America,35.584224,-77.367689,Leased,Active,Retail,Bank Branch,14,each,0,9920,square-feet
R33,TERRITORY 33 Carolinas,U913,33,Asheboro - 115 S Fayetteville,115 S Fayetteville St,,Asheboro,NC,27203-5535,Randolph County,City of Asheboro,United States of America,35.705189,-79.814248,Owned,Active,Retail,Bank Branch,13,each,0,20696,square-feet
R33,TERRITORY 33 Carolinas,U779,33,Asheville - West,1417 Patton Ave,,Asheville,NC,28806-1721,Buncombe County,City of Asheville,United States of America,35.58046,-82.608329,Leased,Active,Retail,Bank Branch,3,each,0,1766,square-feet
R33,TERRITORY 33 Carolinas,U942,33,Ashton Square,4000 Capital Blvd,,Raleigh,NC,27604-3413,Wake County,City of Raleigh,United States of America,35.835174,-78.581758,Owned,Active,Retail,Bank Branch,6,each,0,3054,square-feet
R33,TERRITORY 33 Carolinas,AT33,33,ATMs - Carolinas,none,,none,none,none,none,Unknown,,,,Leased,Active,ATM,ATM,0,each,0,0,square-feet
R33,TERRITORY 33 Carolinas,U907,33,Ayden,233 3rd St,,Ayden,NC,28513-7245,Pitt County,Town of Ayden,United States of America,35.473404,-77.428534,Leased,Active,Retail,Bank Branch,4,each,0,6096.5,square-feet
R33,TERRITORY 33 Carolinas,U877,33,Bailey,6374 Deans St,,Bailey,NC,27807-8637,Nash County,Town of Bailey,United States of America,35.78026,-78.116814,Owned,Active,Retail,Bank Branch,5,each,0,2055,square-feet
R33,TERRITORY 33 Carolinas,U868,33,Ballantyne,14925 Ballantyne Village Way,,Charlotte,NC,28277-4267,Mecklenburg County,City of Charlotte,United States of America,35.05226,-80.85073,Leased,Active,Retail,Bank Branch,9,each,0,3469,square-feet
R33,TERRITORY 33 Carolinas,U835,33,Battleground,2301 Battleground Ave,,Greensboro,NC,27408-5422,Guilford County,City of Greensboro,United States of America,36.100787,-79.822032,Leased,Active,Retail,Bank Branch,7,each,0,4325,square-feet
R33,TERRITORY 33 Carolinas,U853,33,Benson,400 S Wall St,,Benson,NC,27504-1820,Johnston County,Town of Benson,United States of America,35.37951,-78.551645,Owned,Active,Retail,Bank Branch,4,each,0,2145,square-feet
R33,TERRITORY 33 Carolinas,U879,33,Benvenue,1280 Benvenue Rd,,Rocky Mount,NC,27804-1845,Nash County,City of Rocky Mount,United States of America,35.975418,-77.803553,Owned,Active,Retail,Bank Branch,8,each,0,2676,square-feet
R33,TERRITORY 33 Carolinas,U780_DI,33,Biltmore Park - Drive Thru,53 E Schenck Pkwy,,Asheville,NC,28803-3499,Buncombe County,City of Asheville,United States of America,35.485204,-82.553657,Leased,Active,Retail,Drive-In (remote),0,each,0,648,square-feet
R33,TERRITORY 33 Carolinas,U965,33,Boone - Main,671 W King St,,Boone,NC,28607-3421,Watauga County,Town of Boone,United States of America,36.218808,-81.684386,Owned,Active,Retail,Bank Branch,5,each,0,11487,square-feet
R33,TERRITORY 33 Carolinas,U966,33,Boone - Mall,1168 Blowing Rock Rd,,Boone,NC,28607-6135,Watauga County,Town of Boone,United States of America,36.204029,-81.667474,Owned,Active,Retail,Bank Branch,7,each,0,9990,square-feet
R33,TERRITORY 33 Carolinas,U928,33,Brevard,90 S Caldwell St,,Brevard,NC,28712-3624,Transylvania County,City of Brevard,United States of America,35.233281,-82.736123,Owned,Active,Retail,Bank Branch,5,each,0,26110,square-feet
R33,TERRITORY 33 Carolinas,U839,33,Bridford Parkway,1316 Bridford Pkwy,,Greensboro,NC,27407-2654,Guilford County,City of Greensboro,United States of America,36.051423,-79.903075,Owned,Active,Retail,Bank Branch,10,each,0,6514,square-feet
R33,TERRITORY 33 Carolinas,U961,33,Brier Creek,8811 Ellstree Lane,,Raleigh,NC,27617-8640,Wake County,City of Raleigh,United States of America,35.899541,-78.788772,Leased,Active,Retail,Bank Branch,7,each,0,4188,square-feet
R33,TERRITORY 33 Carolinas,U972,33,Burnsville,530 W Bypass Rd,,Burnsville,NC,28714-0000,Yancey County,Town of Burnsville,United States of America,35.913942,-82.30795,Owned,Active,Retail,Bank Branch,5,each,0,2472,square-feet
R33,TERRITORY 33 Carolinas,U811,33,Buxton,47013 Hwy 12,,Buxton,NC,27920-0000,Dare County,Dare County,United States of America,35.268208,-75.541518,Leased,Active,Retail,Bank Branch,5,each,0,1886,square-feet
R33,TERRITORY 33 Carolinas,U773,33,Calabash,10267 Beach Dr SW,,Calabash,NC,28467-2703,Brunswick County,Town of Calabash,United States of America,33.889715,-78.582166,Leased,Active,Retail,Bank Branch,5,each,0,2045,square-feet
R33,TERRITORY 33 Carolinas,U943,33,Cameron Village,1959 Clark Ave,,Raleigh,NC,27605-1601,Wake County,City of Raleigh,United States of America,35.78873,-78.658698,Owned,Active,Retail,Bank Branch,9,each,0,4142,square-feet
R33,TERRITORY 33 Carolinas,U781,33,Candler,1007 Smokey Park Hwy,,Candler,NC,28715-9247,Buncombe County,Buncombe County,United States of America,35.545438,-82.659891,Owned,Active,Retail,Bank Branch,5,each,0,2325,square-feet
R33,TERRITORY 33 Carolinas,U786,33,Cape Carteret,101 WB Mclean Dr,,Cape Carteret,NC,28584-8514,Carteret County,Cape Carteret Town,United States of America,34.688934,-77.069098,Owned,Active,Retail,Bank Branch,5,each,0,1519.88,square-feet
R33,TERRITORY 33 Carolinas,U867,33,Carmel,7421 Carmel Executive Pk,Suite 100,Charlotte,NC,28226-8276,Mecklenburg County,City of Charlotte,United States of America,35.088674,-80.843684,Leased,Active,Retail,Bank Branch,5,each,0,3075,square-feet
R33,TERRITORY 33 Carolinas,U898,33,Carrboro,300 E Weaver St,,Carrboro,NC,27510-0000,Orange County,Town of Carrboro,United States of America,35.911153,-79.074009,Owned,Active,Retail,Bank Branch,6,each,0,2145,square-feet
R33,TERRITORY 33 Carolinas,U941,33,Cary Jones Franklin,2920 Jones Franklin Rd,,Raleigh,NC,27606-4023,Wake County,Town of Cary,United States of America,35.744425,-78.740143,Leased,Active,Retail,Bank Branch,3,each,0,3758,square-feet
R33,TERRITORY 33 Carolinas,U933,33,Cary Main,1135 Kildaire Farm Rd,"Suites 101, 103, &",Cary,NC,27511-7608,Wake County,Town of Cary,United States of America,35.767901,-78.781555,Leased,Active,Retail,Bank Branch,10,each,0,6836,square-feet
R33,TERRITORY 33 Carolinas,U135,33,Chandler Commons,1888 India Hook Rd,,Rock Hill,SC,29732-1933,York County,City of Rock Hill,United States of America,34.96421,-80.034461,Owned,Active,Retail,Bank Branch,9,each,0,6850,square-feet
R33,TERRITORY 33 Carolinas,U899,33,Chapel Hill - Main,101 E Rosemary St,,Chapel Hill,NC,27514-3528,Orange County,Town of Chapel Hill,United States of America,35.914499,-79.056123,Owned,Active,Retail,Bank Branch,4,each,0,13168,square-feet
R33,TERRITORY 33 Carolinas,U796,33,Clarendon Boulevard,3360 Dr M L King Jr Blvd,,New Bern,NC,28562-5218,Craven County,City of New Bern,United States of America,35.10064,-77.09485,Owned,Active,Retail,Bank Branch,6,each,0,4312,square-feet
R33,TERRITORY 33 Carolinas,U854,33,Clayton Crossings,11861 US Highway 70 W,,Clayton,NC,27520-0000,Johnston County,Town of Clayton,United States of America,35.656146,-78.478777,Owned,Active,Retail,Bank Branch,7,each,0,4120,square-feet
R33,TERRITORY 33 Carolinas,U825,33,Clemmons Main,3645 Clemmons Rd,,Clemmons,NC,27012-8725,Forsyth County,Village of Clemmons,United States of America,36.021283,-80.381704,Leased,Active,Retail,Bank Branch,3,each,0,3974,square-feet
R33,TERRITORY 33 Carolinas,XCLU,33,Clemson University,720 McMillan Rd,,Clemson,SC,29634,Pickens County,City of Clemson,United States of America,34.6766,-82.8287,Leased,Active,Retail,University Branch,4,each,0,770,square-feet
R33,TERRITORY 33 Carolinas,U924,33,Clinton,300 Fayetteville St,,Clinton,NC,28328-3928,Sampson County,City of Clinton,United States of America,34.998313,-78.328359,Leased,Active,Retail,Bank Branch,7,each,0,5025,square-feet
R33,TERRITORY 33 Carolinas,U134,33,Columbia - Vista,701 Gervais St,,Columbia,SC,29201-3066,Richland County,City of Columbia,United States of America,33.999127,-81.041591,Leased,Active,Retail,Bank Branch,4,each,0,8869,square-feet
R33,TERRITORY 33 Carolinas,UCRR,33,Cotswold,4475 Randolph Rd,,Charlotte,NC,28211-2325,Mecklenburg County,City of Charlotte,United States of America,35.1764,-80.7982,Groundlease,Active,Retail,Bank Branch with Drive In,4,each,0,2950,square-feet
R33,TERRITORY 33 Carolinas,U126,33,Courtyard at Litchfield,38-A Black Gum Rd,(Use P.O. BOX,Pawleys Island,SC,29585-8495,Georgetown County,City of Clinton,United States of America,33.480642,-79.099673,Leased,Active,Retail,Bank Branch,4,each,0,3002,square-feet
R33,TERRITORY 33 Carolinas,U833,33,Creedmoor,602 N Main St,,Creedmoor,NC,27522-9719,Granville County,Town of Creedmoor,United States of America,36.121536,-78.686309,Owned,Active,Retail,Bank Branch,5,each,0,2141,square-feet
R33,TERRITORY 33 Carolinas,U812,33,Duck,1203 Duck Road,,Duck,NC,27949-4561,Dare County,Town of Duck,United States of America,36.165642,-75.753245,Leased,Active,Retail,Bank Branch,3,each,0,2309,square-feet
R33,TERRITORY 33 Carolinas,U843,33,Dunn-Broad Street,1100 W Broad St,,Dunn,NC,28334-4675,Harnett County,City of Dunn,United States of America,35.31483,-78.621287,Owned,Active,Retail,Bank Branch,6,each,0,10000,square-feet
R33,TERRITORY 33 Carolinas,U818,33,Durham - Main,500 W Morgan St,,Durham,NC,27701-2160,Durham County,City of Durham,United States of America,35.998453,-78.90415,Owned,Active,Retail,Bank Branch,6,each,0,8284,square-feet
R33,TERRITORY 33 Carolinas,U820,33,Durham Roxboro Rd,3732 Roxboro Rd,,Durham,NC,27704-2983,Durham County,City of Durham,United States of America,36.039952,-78.898744,Owned,Active,Retail,Bank Branch,7,each,0,4890,square-feet
R33,TERRITORY 33 Carolinas,U819,33,Durham RTP,2313 E. NC HWY 54,,Durham,NC,27713-2210,Durham County,City of Durham,United States of America,35.900904,-78.890924,Leased,Active,Retail,Bank Branch,5,each,0,2743,square-feet
R33,TERRITORY 33 Carolinas,U865,33,East Boulevard,1000 East Blvd,,Charlotte,NC,28203-5787,Mecklenburg County,City of Charlotte,United States of America,35.204552,-80.848611,Owned,Active,Retail,Bank Branch,6,each,0,3072,square-feet
R33,TERRITORY 33 Carolinas,U793,33,Edenton - Main,100 S Broad St,,Edenton,NC,27932-1930,Chowan County,Town of Edenton,United States of America,36.060419,-76.609229,Owned,Active,Retail,Bank Branch,7,each,0,4700,square-feet
R33,TERRITORY 33 Carolinas,U767,33,Edgewood,2946 S Church St,,Burlington,NC,27215-5108,Alamance County,City of Burlington,United States of America,36.080274,-79.490289,Owned,Active,Retail,Bank Branch,8,each,0,7764,square-feet
R33,TERRITORY 33 Carolinas,U902,33,Elizabeth City - Main,606 E Main St,,Elizabeth City,NC,27909-4492,Pasquotank County,City of Elizabeth City,United States of America,36.299856,-76.219497,Owned,Active,Retail,Bank Branch,5,each,0,11298,square-feet
R33,TERRITORY 33 Carolinas,U840,33,Enfield,101 N Railroad St,,Enfield,NC,27823-1334,Halifax County,Town of Enfield,United States of America,36.180872,-77.666355,Owned,Active,Retail,Bank Branch,5,each,0,6500,square-feet
R33,TERRITORY 33 Carolinas,U127,33,Falls Place - Greenville,531 S Main St,"Suite 100, 200",Greenville,SC,29601-2500,Greenville County,City of Greenville,United States of America,34.845677,-82.401587,Leased,Active,Retail,Bank Branch,11,each,0,8975,square-feet
R33,TERRITORY 33 Carolinas,U799,33,Fayetteville -Main,214 N McPherson Church Rd,,Fayetteville,NC,28303-4404,Cumberland County,City of Fayetteville,United States of America,35.070219,-78.95084,Owned,Active,Retail,Bank Branch,10,each,14,4592,square-feet
R33,TERRITORY 33 Carolinas,U123,33,Five Points Florence,2000 W Palmetto St,,Florence,SC,29501-4050,Florence County,City of Florence,United States of America,34.187355,-79.808276,Leased,Active,Retail,Bank Branch,6,each,0,6068,square-feet
R33,TERRITORY 33 Carolinas,U921,33,Forest City,245 E Main St,,Forest City,NC,28043-3126,Rutherford County,Town of Forest City,United States of America,35.333153,-81.860418,Owned,Active,Retail,Bank Branch,5,each,0,6068,square-feet
R33,TERRITORY 33 Carolinas,U859,33,Franklin,100 W Main St,,Franklin,NC,28734-2917,Macon County,Town of Franklin,United States of America,35.180968,-83.382709,Owned,Active,Retail,Bank Branch,5,each,0,6173,square-feet
R33,TERRITORY 33 Carolinas,A075,33,Franklin - Main ATM,US 441 & 64 Hwy,,Franklin,NC,28734-3207,Macon County,Unknown,United States of America,35.164663,-83.392833,Leased,Active,ATM,ATM,0,each,0,96,square-feet
R33,TERRITORY 33 Carolinas,U838,33,Friendly Center,615 Green Valley Rd,,Greensboro,NC,27408-7717,Guilford County,City of Greensboro,United States of America,36.084197,-79.829222,Leased,Active,Retail,Bank Branch,14,each,0,6009,square-feet
R33,TERRITORY 33 Carolinas,U936,33,Fuquay Varina,1381 N Main St,,Fuquay Varina,NC,27526-2618,Wake County,Town of Fuquay Varina,United States of America,35.592799,-78.774988,Owned,Active,Retail,Bank Branch,6,each,0,3213,square-feet
R33,TERRITORY 33 Carolinas,U937,33,Garner - Main,1027 US Highway 70 W,,Garner,NC,27529-2501,Wake County,Town of Garner,United States of America,35.715882,-78.633789,Leased,Active,Retail,Bank Branch,6,each,0,2991,square-feet
R33,TERRITORY 33 Carolinas,U831,33,Gastonia - East,500 S New Hope Rd,,Gastonia,NC,28054-4039,Gaston County,City of Gastonia,United States of America,35.257999,-81.149553,Leased,Active,Retail,Bank Branch,6,each,0,3100,square-feet
R33,TERRITORY 33 Carolinas,U829_PL,33,Gastonia - Garrison Pk Lot,100 E Garrison Blvd,,Gastonia,NC,28052-4304,Gaston County,City of Gastonia,United States of America,35.25398,-81.181799,Leased,Active,Parking,Parking Lot,0,each,0,1,square-feet
R33,TERRITORY 33 Carolinas,U829,33,Gastonia - Main,100 E Garrison Blvd,,Gastonia,NC,28052-4304,Gaston County,City of Gastonia,United States of America,35.25398,-81.181799,Owned,Active,Retail,Bank Branch,11,each,0,9246,square-feet
R33,TERRITORY 33 Carolinas,U788,33,Governors Village,50001 Governors Dr,,Chapel Hill,NC,27517-8629,Orange County,Town of Chapel Hill,United States of America,35.854631,-79.025958,Leased,Active,Retail,Bank Branch,5,each,0,3009,square-feet
R33,TERRITORY 33 Carolinas,U768,33,Graham,832 S Main St,,Graham,NC,27253-3735,Alamance County,City of Graham,United States of America,36.055844,-79.399529,Owned,Active,Retail,Bank Branch,6,each,0,7648,square-feet
R33,TERRITORY 33 Carolinas,U783,33,Granite Falls,115 N Main St,,Granite Falls,NC,28630-1350,Wake County,Town of Granite Falls,United States of America,35.802273,-81.439939,Owned,Active,Retail,Bank Branch,5,each,0,16401,square-feet
R33,TERRITORY 33 Carolinas,A070,33,Granite Town Center,690 S Andy Griffith Pkwy,,Mount Airy,NC,27030-4013,Surry County,Unknown,United States of America,36.487639,-80.617122,Leased,Active,ATM,ATM,0,each,0,1,square-feet
R33,TERRITORY 33 Carolinas,U905,33,Hampstead,14615 US Hwy 17 N,,Hampstead,NC,28443-3505,Pender County,Town of Hampstead,United States of America,34.450609,-77.61479,Leased,Active,Retail,Bank Branch,5,each,0,1876,square-feet
R33,TERRITORY 33 Carolinas,U931,33,Henderson - Main,407 S Chestnut St,,Henderson,NC,27536-4201,Vance County,City of Henderson,United States of America,36.326989,-78.407252,Owned,Active,Retail,Bank Branch,8,each,0,10476,square-feet
R33,TERRITORY 33 Carolinas,U846,33,Hendersonville,245 N Main St,,Hendersonville,NC,28792-5072,Henderson County,City of Hendersonville,United States of America,35.315716,-82.460217,Owned,Active,Retail,Bank Branch,8,each,0,10134,square-feet
R33,TERRITORY 33 Carolinas,U969,33,Heritage Crossing,3401 Raleigh Rd,,Wilson,NC,27896,Wilson County,City of Wilson,United States of America,35.74315086,-77.96317667,Owned,Active,Retail,Bank Branch,9,each,0,4937,square-feet
R33,TERRITORY 33 Carolinas,U906,33,Hertford,106 N Church St,,Hertford,NC,27944-1104,Perquimans County,Town of Hertford,United States of America,36.188858,-76.465882,Owned,Active,Retail,Bank Branch,10,each,0,6600,square-feet
R33,TERRITORY 33 Carolinas,U787,33,Hickory,34 2nd St NW,,Hickory,NC,28601-6114,Catawba County,City of Hickory,United States of America,35.733121,-81.339205,Leased,Active,Retail,Bank Branch,10,each,0,9838,square-feet
R33,TERRITORY 33 Carolinas,U787_PL,33,Hickory Parking Lot,34 2nd St NW,,Hickory,NC,28601-6114,Catawba County,City of Hickory,United States of America,35.733121,-81.339205,Leased,Active,Parking,Parking Lot,0,each,0,1,square-feet
R33,TERRITORY 33 Carolinas,A072,33,High Point ATM,2645 N Main St,,High Point,NC,27265-2066,Guilford County,Unknown,United States of America,35.991589,-80.03064,Leased,Active,ATM,ATM,0,each,0,1,square-feet
R33,TERRITORY 33 Carolinas,U860,33,Highlands,225 Franklin Rd,,Highlands,NC,28741-9431,Durham County,Town of Highlands,United States of America,35.055668,-83.204158,Owned,Active,Retail,Bank Branch with Drive In,4,each,0,2786,square-feet
R33,TERRITORY 33 Carolinas,U938,33,Holly Springs Sunset Lake,5208 Sunset Lake Rd,,Holly Springs,NC,27540-3713,Wake County,Town of Holly Springs,United States of America,35.666063,-78.798142,Leased,Active,Retail,Bank Branch,5,each,0,4168,square-feet
R33,TERRITORY 33 Carolinas,U798,33,Hope Mills,2495 Hope Mills Rd,,Fayetteville,NC,28304-4231,Cumberland County,Town of Hope Mills,United States of America,35.006045,-78.966484,Leased,Active,Retail,Bank Branch,5,each,0,1696,square-feet
R33,TERRITORY 33 Carolinas,U857,33,Horner,2000 S Horner Blvd,,Sanford,NC,27330-5818,Lee County,City of Sanford,United States of America,35.463531,-79.150592,Owned,Active,Retail,Bank Branch,6,each,0,2877,square-feet
R33,TERRITORY 33 Carolinas,U896,33,Jacksonville - Western Blvd,2885 Western Blvd,,Jacksonville,NC,28546-6861,Onslow County,City of Jacksonville,United States of America,34.794782,-77.409499,Leased,Active,Retail,Bank Branch,10,each,0,6020,square-feet
